,ds,trend,yhat,yhat_lower,yhat_upper,fact,anomaly,importance
0,2013-07-04 00:00:00,68.45152004665223,68.45152004665223,61.80650633358146,74.9159828509515,69.88083514,0,0.0
1,2013-07-04 01:00:00,68.45694906143677,68.45694906143677,62.29173836991689,74.17769094842687,71.22022706,0,0.0
2,2013-07-04 02:00:00,68.4623780762213,68.4623780762213,62.29025358402963,75.36355843509223,70.87780496,0,0.0
3,2013-07-04 03:00:00,68.46780709100584,68.46780709100584,62.35286440592525,74.25868472990149,68.95939994,0,0.0
4,2013-07-04 04:00:00,68.47323610579039,68.47323610579039,62.19252416907223,74.62757633823854,69.28355102,0,0.0
5,2013-07-04 05:00:00,68.47866512057492,68.47866512057492,62.283380215511244,74.5807748590595,70.06096581,0,0.0
6,2013-07-04 06:00:00,68.48409413535946,68.48409413535946,62.63278164273822,74.5361124346611,69.27976479,0,0.0
7,2013-07-04 07:00:00,68.489523150144,68.489523150144,62.22566378352205,74.15974566524409,69.36960846,0,0.0
8,2013-07-04 08:00:00,68.49495216492853,68.49495216492853,62.59455580936335,74.75359689584161,69.16671394,0,0.0
9,2013-07-04 09:00:00,68.50038117971307,68.50038117971307,62.153519781915804,74.13358795862486,68.98608257,0,0.0
10,2013-07-04 10:00:00,68.5058101944976,68.5058101944976,62.11464261477605,74.69895731913121,69.96506224,0,0.0
11,2013-07-04 11:00:00,68.51123920928215,68.51123920928215,62.63408193410438,74.65436371084449,70.55619466,0,0.0
12,2013-07-04 12:00:00,68.51666822406669,68.51666822406669,62.516530994005954,74.23502487996763,70.30750511,0,0.0
13,2013-07-04 13:00:00,68.52209723885122,68.52209723885122,62.6567292312485,74.50816544206492,70.24625215,0,0.0
14,2013-07-04 14:00:00,68.52752625363576,68.52752625363576,61.619115182205306,75.13048893361926,69.85490839,0,0.0
15,2013-07-04 15:00:00,68.5329552684203,68.5329552684203,62.1996622107978,73.97363002566985,71.64329118,0,0.0
16,2013-07-04 16:00:00,68.53838428320483,68.53838428320483,61.099419427908764,74.72533115612026,71.24565942,0,0.0
17,2013-07-04 17:00:00,68.54381329798937,68.54381329798937,62.391358551444114,74.97766934276305,70.74509976,0,0.0
18,2013-07-04 18:00:00,68.54924231277391,68.54924231277391,61.77631060709113,75.49115958209953,71.37329829,0,0.0
19,2013-07-04 19:00:00,68.55467132755845,68.55467132755845,62.6363447318738,74.64023732318836,71.7957509,0,0.0
20,2013-07-04 20:00:00,68.56010034234299,68.56010034234299,61.85009708923013,75.05782511554123,72.09160609999998,0,0.0
21,2013-07-04 21:00:00,68.56552935712752,68.56552935712752,61.97593315469468,75.3164916076096,71.55307612,0,0.0
22,2013-07-04 22:00:00,68.57095837191207,68.57095837191207,62.41495790371564,74.99229296690412,72.18769545,0,0.0
23,2013-07-04 23:00:00,68.57638738669661,68.57638738669661,62.06569037516702,74.89847093674794,70.64995744,0,0.0
24,2013-07-05 00:00:00,68.58181640148113,68.58181640148113,62.29892634472697,74.92219784513469,71.34274211,0,0.0
25,2013-07-05 01:00:00,68.58724541626567,68.58724541626567,62.24831088770486,74.7429361977331,71.5867281,0,0.0
26,2013-07-05 02:00:00,68.59267443105021,68.59267443105021,62.02246415660863,75.26857086785408,70.97700116,0,0.0
27,2013-07-05 03:00:00,68.59810344583475,68.59810344583475,62.82654185696891,74.66860785819213,70.24388209,0,0.0
28,2013-07-05 04:00:00,68.60353246061929,68.60353246061929,62.10822217747605,74.47120604877391,70.43282627,0,0.0
29,2013-07-05 05:00:00,68.60896147540383,68.60896147540383,62.143952178488185,74.51017504104678,69.74896285,0,0.0
30,2013-07-05 06:00:00,68.61439049018837,68.61439049018837,61.787546447332815,75.48723054776023,68.74938222,0,0.0
31,2013-07-05 07:00:00,68.61981950497291,68.61981950497291,62.4521999313249,74.76154001160303,69.35162661,0,0.0
32,2013-07-05 08:00:00,68.62524851975745,68.62524851975745,61.852153719936275,74.82916688061309,68.85314844,0,0.0
33,2013-07-05 09:00:00,68.63067753454199,68.63067753454199,62.21149175531147,74.79883949801815,70.31790951,0,0.0
34,2013-07-05 10:00:00,68.63610654932651,68.63610654932651,62.034858434692275,75.0892005034995,70.30055692,0,0.0
35,2013-07-05 11:00:00,68.64153556411105,68.64153556411105,62.64679509577872,74.53561423813433,72.53056283,0,0.0
36,2013-07-05 12:00:00,68.64696457889559,68.64696457889559,62.819941860673396,75.65580978691203,71.64320692,0,0.0
37,2013-07-05 13:00:00,68.65239359368013,68.65239359368013,61.91604631742981,74.69834266444921,72.92223804,0,0.0
38,2013-07-05 14:00:00,68.65782260846467,68.65782260846467,62.15951901048385,74.42911496166246,72.63758833,0,0.0
39,2013-07-05 15:00:00,68.66325162324921,68.66325162324921,61.837935040519596,74.29442731524644,72.95903086,0,0.0
40,2013-07-05 16:00:00,68.66868063803375,68.66868063803375,62.05188565620825,75.0332017340585,72.15222081,0,0.0
41,2013-07-05 17:00:00,68.67410965281829,68.67410965281829,62.21408967685769,75.0412079089074,72.16607562,0,0.0
42,2013-07-05 18:00:00,68.67953866760281,68.67953866760281,62.061535415837156,74.90186726801572,72.30558574,0,0.0
43,2013-07-05 19:00:00,68.68496768238737,68.68496768238737,63.0048492317226,74.03639230297307,72.3823022,0,0.0
44,2013-07-05 20:00:00,68.6903966971719,68.6903966971719,61.714083168699084,74.3644284543532,72.61234869,0,0.0
45,2013-07-05 21:00:00,68.69582571195643,68.69582571195643,62.491088051502174,74.66205827434104,72.77599570000002,0,0.0
46,2013-07-05 22:00:00,68.70125472674097,68.70125472674097,62.51745461510926,74.72593296146218,71.91696888,0,0.0
47,2013-07-05 23:00:00,68.70668374152552,68.70668374152552,62.51175261994005,75.19030302125306,71.55368851,0,0.0
48,2013-07-06 00:00:00,68.71211275631005,68.71211275631005,62.276226176617655,74.90899123220625,71.63096403,0,0.0
49,2013-07-06 01:00:00,68.71754177109459,68.71754177109459,62.61232361241398,75.50701988598124,70.59673521,0,0.0
50,2013-07-06 02:00:00,68.72297078587913,68.72297078587913,62.64601001536163,74.78697141467941,70.85248247,0,0.0
51,2013-07-06 03:00:00,68.72839980066367,68.72839980066367,62.26946422269807,74.96480627183256,71.08476824,0,0.0
52,2013-07-06 04:00:00,68.7338288154482,68.7338288154482,63.06238242875898,75.78948102149751,70.84723252,0,0.0
53,2013-07-06 05:00:00,68.73925783023273,68.73925783023273,62.74161610591996,74.87556210860001,70.23242259999999,0,0.0
54,2013-07-06 06:00:00,68.74468684501728,68.74468684501728,62.52751346806566,75.84639167538973,70.12823808,0,0.0
55,2013-07-06 07:00:00,68.75011585980182,68.75011585980182,62.83878551703906,75.56842669726578,69.92923136,0,0.0
56,2013-07-06 08:00:00,68.75554487458635,68.75554487458635,62.47783079530078,74.80426089911056,69.28574982,0,0.0
57,2013-07-06 09:00:00,68.76097388937089,68.76097388937089,62.3881054214867,74.53758246204332,69.72638712,0,0.0
58,2013-07-06 10:00:00,68.76640290415544,68.76640290415544,62.367394668738925,75.37092453354076,68.19010253,0,0.0
59,2013-07-06 11:00:00,68.77183191893997,68.77183191893997,62.26763832504075,74.43910419778886,68.91679541,0,0.0
60,2013-07-06 12:00:00,68.7772609337245,68.7772609337245,62.660438024795155,74.62850715181736,67.26820458,0,0.0
61,2013-07-06 13:00:00,68.78268994850905,68.78268994850905,62.409911105378775,74.88795671272264,66.9649601,0,0.0
62,2013-07-06 14:00:00,68.78811896329358,68.78811896329358,62.258342290739044,75.11038448022502,67.76538379,0,0.0
63,2013-07-06 15:00:00,68.79354797807812,68.79354797807812,62.62314167282484,74.88859605316841,66.91858576,0,0.0
64,2013-07-06 16:00:00,68.79897699286265,68.79897699286265,63.095531085379136,74.67513341098203,67.60522282,0,0.0
65,2013-07-06 17:00:00,68.8044060076472,68.8044060076472,61.948154756580564,74.58272840962643,67.17661097,0,0.0
66,2013-07-06 18:00:00,68.80983502243174,68.80983502243174,62.840263303882324,74.7876731378452,67.99254044,0,0.0
67,2013-07-06 19:00:00,68.81526403721627,68.81526403721627,62.688141327743274,74.61303393848112,67.25818019,0,0.0
68,2013-07-06 20:00:00,68.8206930520008,68.8206930520008,63.07086928246139,74.89191137973043,66.59407898,0,0.0
69,2013-07-06 21:00:00,68.82612206678536,68.82612206678536,62.12502138386297,75.87217550993407,67.86855757,0,0.0
70,2013-07-06 22:00:00,68.83155108156988,68.83155108156988,62.78246684505024,75.28097181124448,67.2922007,0,0.0
71,2013-07-06 23:00:00,68.83698009635442,68.83698009635442,62.874433938006035,74.56368006647658,67.16337656,0,0.0
72,2013-07-07 00:00:00,68.84240911113896,68.84240911113896,62.786245206024724,74.8166400024595,66.27568448,0,0.0
73,2013-07-07 01:00:00,68.8478381259235,68.8478381259235,62.27408258877601,75.48603407999967,65.96858705,0,0.0
74,2013-07-07 02:00:00,68.85326714070804,68.85326714070804,62.01898709715793,74.87795914163593,65.31642297,0,0.0
75,2013-07-07 03:00:00,68.85869615549258,68.85869615549258,62.773727744475664,75.13482912822845,65.42912751,0,0.0
76,2013-07-07 04:00:00,68.86412517027712,68.86412517027712,62.53504203869459,75.0242612020636,66.75098393,0,0.0
77,2013-07-07 05:00:00,68.86955418506166,68.86955418506166,63.25504819968938,75.28127990472306,64.68391715,0,0.0
78,2013-07-07 06:00:00,68.87498319984618,68.87498319984618,62.83569038025315,75.27995873973252,64.56520692,0,0.0
79,2013-07-07 07:00:00,68.88041221463072,68.88041221463072,61.65729020330278,75.75251663246782,66.12965686,0,0.0
80,2013-07-07 08:00:00,68.88584122941526,68.88584122941526,63.21302475693743,75.09164308318297,66.09613054,0,0.0
81,2013-07-07 09:00:00,68.8912702441998,68.8912702441998,62.52211397920547,75.05158699070671,64.9748123,0,0.0
82,2013-07-07 10:00:00,68.89669925898434,68.89669925898434,63.04123985253862,74.7033063199643,64.33478963,0,0.0
83,2013-07-07 11:00:00,68.90212827376888,68.90212827376888,62.48656300997811,75.0554865501023,65.54142516,0,0.0
84,2013-07-07 12:00:00,68.90755728855342,68.90755728855342,62.25665575299258,75.6080721877409,63.9130944,0,0.0
85,2013-07-07 13:00:00,68.91298630333796,68.91298630333796,62.978992669429516,74.5096006396752,65.00924432,0,0.0
86,2013-07-07 14:00:00,68.9184153181225,68.9184153181225,62.6598411171594,74.70005754832196,64.04781966,0,0.0
87,2013-07-07 15:00:00,68.92384433290704,68.92384433290704,62.82418818649438,75.72088321072358,64.25831852,0,0.0
88,2013-07-07 16:00:00,68.92927334769158,68.92927334769158,62.324910045298054,75.40169972562181,63.89332373,0,0.0
89,2013-07-07 17:00:00,68.9347023624761,68.9347023624761,62.96904464766062,74.58073890093326,64.14310465,0,0.0
90,2013-07-07 18:00:00,68.94013137726066,68.94013137726066,63.12659950298748,75.24655861587264,64.17594209,0,0.0
